W.L,Weight.class,Method,Round,Time,Fighter1,Fighter2,Fight_url,Date,Kd1,SigStrikes1,TotStrikes1,Td1,SubAtt1,Pass1,Rev1,Kd2,SigStrikes2,TotStrikes2,Td2,SubAtt2,Pass2,Rev2,Head1,Body1,Leg1,Distance1,Clinch1,Ground1,Head2,Body2,Leg2,Distance2,Clinch2,Ground2
win,Middleweight,U-DEC,1,2:00,Chuck Liddell,Noe Hernandez,http://www.fightmetric.com/fight-details/ea535b46e0f69ad3,"May 15, 1998","
      0
    ","
      42 of 80
    ","
      100 of 142
    ","
      1 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      6 of 24
    ","
      32 of 50
    ","
      0 of 2
    ","
      0
    ","
      0
    ","
      0
    ","
      25 of 61
    ","
      17 of 19
    ","
      0 of 0
    ","
      12 of 35
    ","
      10 of 23
    ","
      20 of 22
    ","
      2 of 15
    ","
      1 of 6
    ","
      3 of 3
    ","
      5 of 11
    ","
      1 of 13
    ","
      0 of 0
    "
win,Middleweight,"KO/TKO

      

      
        Slam",1,0:22,Frank Shamrock,Igor Zinoviev,http://www.fightmetric.com/fight-details/f32f823658478705,"March 13, 1998","
      0
    ","
      19 of 31
    ","
      54 of 66
    ","
      3 of 3
    ","
      1
    ","
      7
    ","
      0
    ","
      0
    ","
      9 of 17
    ","
      18 of 26
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      19 of 31
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      19 of 31
    ","
      5 of 11
    ","
      1 of 2
    ","
      3 of 4
    ","
      7 of 14
    ","
      1 of 2
    ","
      1 of 1
    "
win,Heavyweight,U-DEC,2,3:00,Tsuyoshi Kohsaka,Kimo Leopoldo,http://www.fightmetric.com/fight-details/b55481006297ba05,"March 13, 1998","
      0
    ","
      1 of 2
    ","
      2 of 3
    ","
      1 of 1
    ","
      2
    ","
      1
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      11 of 13
    ","
      1 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 2
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      1 of 1
    ","
      0 of 0
    "
win,Lightweight,"SUB

      

      
        Other - Choke",1,9:02,Pat Miletich,Chris Brennan,http://www.fightmetric.com/fight-details/16f25f0808db6f77,"March 13, 1998","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 2
    ","
      3
    ","
      5
    ","
      0
    ","
      0
    ","
      1 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    "
win,Middleweight,"SUB

      

      
        Armbar",1,0:23,Jerry Bohlander,Kevin Jackson,http://www.fightmetric.com/fight-details/db936df21e61209e,"March 13, 1998","
      0
    ","
      1 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 3
    ","
      2 of 3
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 2
    ","
      1 of 1
    ","
      0 of 0
    ","
      2 of 3
    ","
      0 of 0
    ","
      0 of 0
    "
win,Lightweight,S-DEC,2,3:00,Pat Miletich,Townsend Saunders,http://www.fightmetric.com/fight-details/43885ee6cc5ed241,"March 13, 1998","
      0
    ","
      0 of 1
    ","
      0 of 2
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 10
    ","
      9 of 15
    ","
      1 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      4 of 10
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      4 of 9
    ","
      0 of 0
    "
win,Lightweight,"KO/TKO

      

      
        Punches",1,9:45,Mikey Burnett,Eugenio Tadeu,http://www.fightmetric.com/fight-details/a3a328ca117184df,"March 13, 1998","
      0
    ","
      13 of 31
    ","
      69 of 90
    ","
      3 of 4
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      9 of 9
    ","
      29 of 30
    ","
      0 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      13 of 31
    ","
      0 of 0
    ","
      0 of 0
    ","
      6 of 12
    ","
      0 of 0
    ","
      7 of 19
    ","
      1 of 1
    ","
      1 of 1
    ","
      7 of 7
    ","
      8 of 8
    ","
      1 of 1
    ","
      0 of 0
    "
win,Lightweight,"SUB

      

      
        Armbar",1,1:20,Chris Brennan,Courtney Turner,http://www.fightmetric.com/fight-details/4bce0ce561a65288,"March 13, 1998","
      0
    ","
      6 of 17
    ","
      18 of 29
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      12 of 24
    ","
      74 of 93
    ","
      3 of 6
    ","
      0
    ","
      2
    ","
      0
    ","
      5 of 16
    ","
      0 of 0
    ","
      1 of 1
    ","
      6 of 13
    ","
      0 of 3
    ","
      0 of 1
    ","
      9 of 21
    ","
      3 of 3
    ","
      0 of 0
    ","
      3 of 6
    ","
      0 of 1
    ","
      9 of 17
    "
win,Lightweight,KO/TKO,1,1:15,Laverne Clark,Josh Stewart,http://www.fightmetric.com/fight-details/b80872821bc4f6ba,"March 13, 1998","
      0
    ","
      12 of 13
    ","
      38 of 39
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      1
    ","
      5 of 22
    ","
      17 of 39
    ","
      0 of 0
    ","
      0
    ","
      3
    ","
      0
    ","
      7 of 8
    ","
      0 of 0
    ","
      5 of 5
    ","
      5 of 5
    ","
      1 of 1
    ","
      6 of 7
    ","
      5 of 22
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 8
    ","
      2 of 3
    ","
      2 of 11
    "
win,Heavyweight,M-DEC,3,3:00,Randy Couture,Maurice Smith,http://www.fightmetric.com/fight-details/748657d9ba9d7c71,"December 21, 1997","
      0
    ","
      5 of 7
    ","
      9 of 11
    ","
      1 of 1
    ","
      1
    ","
      3
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      5 of 6
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      5 of 6
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Armbar",1,3:44,Kazushi Sakuraba,Marcus Silveira,http://www.fightmetric.com/fight-details/ec1bda9a4c2aab42,"December 21, 1997","
      0
    ","
      34 of 43
    ","
      77 of 88
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      6 of 21
    ","
      13 of 28
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      31 of 40
    ","
      3 of 3
    ","
      0 of 0
    ","
      2 of 5
    ","
      22 of 26
    ","
      10 of 12
    ","
      6 of 21
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 13
    ","
      5 of 8
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Armbar",1,4:03,Vitor Belfort,Joe Charles,http://www.fightmetric.com/fight-details/5c3542260741c6bc,"December 21, 1997","
      0
    ","
      13 of 28
    ","
      54 of 69
    ","
      3 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 32
    ","
      61 of 87
    ","
      2 of 4
    ","
      0
    ","
      1
    ","
      0
    ","
      10 of 23
    ","
      2 of 3
    ","
      1 of 2
    ","
      1 of 6
    ","
      5 of 6
    ","
      7 of 16
    ","
      6 of 23
    ","
      4 of 6
    ","
      1 of 3
    ","
      2 of 19
    ","
      6 of 10
    ","
      3 of 3
    "
win,Lightweight,"SUB

      

      
        Armbar",1,0:16,Frank Shamrock,Kevin Jackson,http://www.fightmetric.com/fight-details/e0c636beed345e1d,"December 21, 1997","
      1
    ","
      1 of 2
    ","
      1 of 2
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 3
    ","
      0 of 3
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 2
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 3
    ","
      0 of 0
    ","
      0 of 0
    "
"nc
                  


                  
                    nc",Heavyweight,Overturned,1,1:51,Kazushi Sakuraba,Marcus Silveira,http://www.fightmetric.com/fight-details/2750ac5854e8b28b,"December 21, 1997","
      0
    ","
      11 of 22
    ","
      25 of 36
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      11 of 15
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      11 of 22
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      11 of 22
    ","
      0 of 1
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 2
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,2,3:00,David Abbott,Yoji Anjo,http://www.fightmetric.com/fight-details/764e492b55c0ec40,"December 21, 1997","
      0
    ","
      11 of 18
    ","
      20 of 34
    ","
      1 of 5
    ","
      0
    ","
      3
    ","
      1
    ","
      0
    ","
      12 of 22
    ","
      26 of 36
    ","
      1 of 1
    ","
      4
    ","
      0
    ","
      0
    ","
      8 of 15
    ","
      2 of 2
    ","
      1 of 1
    ","
      3 of 3
    ","
      3 of 5
    ","
      5 of 10
    ","
      2 of 10
    ","
      10 of 12
    ","
      0 of 0
    ","
      0 of 6
    ","
      12 of 16
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Armbar",1,0:05,Tra Telligman,Brad Kohler,http://www.fightmetric.com/fight-details/0e0629a1503125a6,"December 21, 1997","
      0
    ","
      55 of 65
    ","
      129 of 139
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      1
    ","
      0
    ","
      19 of 43
    ","
      47 of 80
    ","
      2 of 7
    ","
      2
    ","
      9
    ","
      0
    ","
      34 of 44
    ","
      1 of 1
    ","
      20 of 20
    ","
      36 of 44
    ","
      0 of 0
    ","
      19 of 21
    ","
      19 of 43
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 6
    ","
      0 of 0
    ","
      17 of 37
    "
win,Heavyweight,"SUB

      

      
        Other",1,8:08,Maurice Smith,David Abbott,http://www.fightmetric.com/fight-details/b3cafb4e6e1b2ad0,"October 17, 1997","
      0
    ","
      3 of 6
    ","
      3 of 7
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      0 of 1
    ","
      6 of 7
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 4
    ","
      0 of 0
    ","
      2 of 2
    ","
      2 of 2
    ","
      0 of 0
    ","
      1 of 4
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Rear Naked Choke",1,0:53,Mark Kerr,Dwayne Cason,http://www.fightmetric.com/fight-details/1c1f8f281b2065e0,"October 17, 1997","
      0
    ","
      2 of 4
    ","
      3 of 5
    ","
      1 of 1
    ","
      1
    ","
      1
    ","
      0
    ","
      0
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 4
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 4
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"KO/TKO

      

      
        Punches",1,8:16,Randy Couture,Vitor Belfort,http://www.fightmetric.com/fight-details/b5e49b35bc25c5a9,"October 17, 1997","
      0
    ","
      9 of 21
    ","
      12 of 24
    ","
      1 of 1
    ","
      1
    ","
      1
    ","
      0
    ","
      0
    ","
      6 of 10
    ","
      6 of 10
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      9 of 21
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 8
    ","
      3 of 6
    ","
      4 of 7
    ","
      6 of 10
    ","
      0 of 0
    ","
      0 of 0
    ","
      4 of 7
    ","
      2 of 3
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,2,3:00,Dave Beneteau,Carlos Barreto,http://www.fightmetric.com/fight-details/3bd789bcfb12368d,"October 17, 1997","
      0
    ","
      14 of 20
    ","
      18 of 24
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      1 of 2
    ","
      10 of 13
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      14 of 20
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      14 of 20
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      1 of 1
    "
win,Heavyweight,"KO/TKO

      

      
        Knee",1,0:17,Mark Kerr,Greg Stott,http://www.fightmetric.com/fight-details/6603f1d60bfeefa9,"October 17, 1997","
      0
    ","
      3 of 6
    ","
      4 of 7
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      1 of 4
    ","
      1 of 4
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 4
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 2
    ","
      0 of 1
    ","
      3 of 3
    ","
      1 of 4
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 4
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"KO/TKO

      

      
        Punches",1,3:43,Dwayne Cason,Houston Dorr,http://www.fightmetric.com/fight-details/da77ead135cb4f17,"October 17, 1997","
      0
    ","
      7 of 9
    ","
      76 of 80
    ","
      3 of 3
    ","
      0
    ","
      7
    ","
      0
    ","
      0
    ","
      1 of 5
    ","
      114 of 131
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      7 of 8
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 1
    ","
      0 of 0
    ","
      7 of 8
    ","
      1 of 5
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 5
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,S-DEC,1,2:00,Alex Hunter,Harry Moskowitz,http://www.fightmetric.com/fight-details/c99e302777049f2d,"October 17, 1997","
      0
    ","
      7 of 12
    ","
      16 of 21
    ","
      1 of 1
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      1 of 1
    ","
      2 of 2
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 8
    ","
      2 of 3
    ","
      1 of 1
    ","
      2 of 3
    ","
      0 of 0
    ","
      5 of 9
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,U-DEC,3,3:00,Maurice Smith,Mark Coleman,http://www.fightmetric.com/fight-details/1a5171802bf3bce6,"July 27, 1997","
      0
    ","
      5 of 8
    ","
      11 of 15
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      0 of 2
    ","
      5 of 8
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 7
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      5 of 8
    ","
      0 of 2
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 1
    ","
      0 of 0
    ","
      0 of 1
    "
win,Heavyweight,"SUB

      

      
        Other",1,1:38,Mark Kerr,Dan Bobish,http://www.fightmetric.com/fight-details/1f561a3e35a9b48a,"July 27, 1997","
      0
    ","
      15 of 24
    ","
      16 of 25
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      2 of 5
    ","
      2 of 5
    ","
      0 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      13 of 22
    ","
      2 of 2
    ","
      0 of 0
    ","
      1 of 1
    ","
      7 of 11
    ","
      7 of 12
    ","
      0 of 3
    ","
      2 of 2
    ","
      0 of 0
    ","
      0 of 2
    ","
      2 of 3
    ","
      0 of 0
    "
win,Lightweight,"SUB

      

      
        Rear Naked Choke",1,0:44,Kevin Jackson,Tony Fryklund,http://www.fightmetric.com/fight-details/c92596c3143db25b,"July 27, 1997","
      0
    ","
      16 of 19
    ","
      25 of 28
    ","
      1 of 1
    ","
      0
    ","
      4
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      15 of 18
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      16 of 19
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"SUB

      

      
        Forearm Choke",1,2:10,Dan Bobish,Brian Johnston,http://www.fightmetric.com/fight-details/3f6c0a76407e1863,"July 27, 1997","
      0
    ","
      0 of 5
    ","
      0 of 5
    ","
      0 of 1
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      5 of 19
    ","
      19 of 33
    ","
      1 of 1
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 5
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 5
    ","
      0 of 0
    ","
      0 of 0
    ","
      5 of 19
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 15
    ","
      0 of 0
    ","
      4 of 4
    "
win,Heavyweight,"KO/TKO

      

      
        Punches",1,2:22,Mark Kerr,Moti Horenstein,http://www.fightmetric.com/fight-details/f44aa569b4eec404,"July 27, 1997","
      0
    ","
      1 of 1
    ","
      1 of 1
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Lightweight,"KO/TKO

      

      
        Punches",1,1:27,Kevin Jackson,Todd Butler,http://www.fightmetric.com/fight-details/e0a11799d3446b87,"July 27, 1997","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 1
    ","
      1
    ","
      2
    ","
      0
    ","
      0
    ","
      1 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 1
    ","
      0 of 0
    ","
      0 of 0
    "
win,Lightweight,U-DEC,2,3:00,Joe Moreira,Yuri Vaulin,http://www.fightmetric.com/fight-details/6158150558be0edf,"July 27, 1997","
      0
    ","
      0 of 0
    ","
      3 of 3
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      0
    ","
      3 of 6
    ","
      5 of 8
    ","
      0 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 6
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      3 of 6
    "
win,Heavyweight,"SUB

      

      
        Other",1,2:30,Alex Hunter,Sam Fulton,http://www.fightmetric.com/fight-details/f373e50e2fab3d5f,"July 27, 1997","
      0
    ","
      35 of 54
    ","
      86 of 110
    ","
      0 of 0
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      3 of 16
    ","
      18 of 32
    ","
      0 of 2
    ","
      1
    ","
      0
    ","
      0
    ","
      21 of 39
    ","
      6 of 6
    ","
      8 of 9
    ","
      14 of 23
    ","
      13 of 19
    ","
      8 of 12
    ","
      3 of 13
    ","
      0 of 0
    ","
      0 of 3
    ","
      3 of 10
    ","
      0 of 6
    ","
      0 of 0
    "
win,Lightweight,"SUB

      

      
        Other - Choke",1,1:31,Tony Fryklund,Donnie Chappell,http://www.fightmetric.com/fight-details/1586c14f26880553,"July 27, 1997","
      0
    ","
      11 of 13
    ","
      13 of 15
    ","
      0 of 0
    ","
      0
    ","
      3
    ","
      0
    ","
      0
    ","
      1 of 5
    ","
      1 of 5
    ","
      0 of 0
    ","
      1
    ","
      0
    ","
      0
    ","
      11 of 13
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 2
    ","
      0 of 0
    ","
      11 of 11
    ","
      0 of 4
    ","
      0 of 0
    ","
      1 of 1
    ","
      1 of 3
    ","
      0 of 2
    ","
      0 of 0
    "
win,Heavyweight,"KO/TKO

      

      
        Punches",1,0:52,Vitor Belfort,David Abbott,http://www.fightmetric.com/fight-details/0e16795e385e76a7,"May 30, 1997","
      0
    ","
      21 of 24
    ","
      28 of 31
    ","
      1 of 1
    ","
      0
    ","
      1
    ","
      0
    ","
      0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      20 of 23
    ","
      1 of 1
    ","
      0 of 0
    ","
      1 of 1
    ","
      0 of 0
    ","
      20 of 23
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 0
    "
win,Heavyweight,"KO/TKO

      

      
        Punches",1,3:13,Randy Couture,Steven Graham,http://www.fightmetric.com/fight-details/4165dd0c39926e2f,"May 30, 1997","
      0
    ","
      4 of 12
    ","
      12 of 21
    ","
      0 of 0
    ","
      2
    ","
      1
    ","
      0
    ","
      0
    ","
      2 of 4
    ","
      16 of 18
    ","
      0 of 3
    ","
      0
    ","
      0
    ","
      0
    ","
      4 of 12
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 8
    ","
      0 of 0
    ","
      2 of 4
    ","
      2 of 4
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 4
    ","
      0 of 0
    ","
      0 of 0
    "
win,Lightweight,"SUB

      

      
        Guillotine Choke",1,2:00,Guy Mezger,Tito Ortiz,http://www.fightmetric.com/fight-details/86f566f142593667,"May 30, 1997","
      1
    ","
      9 of 12
    ","
      9 of 12
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      0
    ","
      0 of 2
    ","
      0 of 2
    ","
      0 of 0
    ","
      0
    ","
      0
    ","
      0
    ","
      9 of 12
    ","
      0 of 0
    ","
      0 of 0
    ","
      2 of 3
    ","
      0 of 0
    ","
      7 of 9
    ","
      0 of 2
    ","
      0 of 0
    ","
      0 of 0
    ","
      0 of 2
    ","
      0 of 0
    ","
      0 of 0
    "
